count,latency
311,160.924
312,140.464
313,142.276
314,131.378
315,138.005
316,141.918
317,141.813
318,145.959
319,150.806
320,135.175
321,139.591
322,140.232
323,145.068
324,152.118
325,150.927
326,140.969
327,141.722
328,145.07
329,149.565
330,130.826
331,140.104
332,139.544
333,158.411
334,142.193
335,149.321
336,142.082
337,151.79
338,130.29
339,151.484
340,120.479
341,140.781
342,120.73
343,144.064
344,121.761
345,121.623
346,131.256
347,138.31
348,141.691
349,150.012
350,130.507
351,152.269
352,140.644
353,142.85
354,140.976
355,149.677
356,131.994
357,149.301
358,142.01
359,149.009
360,126.266
361,130.819
362,131.905
363,144.993
364,142.964
365,145.297
366,121.014
367,122.735
368,131.46
369,139.154
370,130.607
371,138.427
372,130.266
373,132.298
374,120.579
375,119.721
376,120.733
377,150.333
378,132.246
379,140.57
380,132.894
381,140.965
382,140.884
383,143.255
384,138.891
385,154.699
386,130.276
387,150.062
388,145.252
389,151.652
390,141.731
391,150.068
392,130.716
393,144.594
394,141.152
395,150.294
396,132.038
397,132.631
398,120.728
399,140.72
400,121.135
401,149.105
402,135.78
403,144.69
404,130.864
405,142.543
406,130.188
407,140.487
408,141.536
409,149.244
410,121.177
411,131.944
412,131.955
413,5816.69
414,130.396
415,132.622
416,142.78
417,142.5
418,134.112
419,148.861
420,140.81
421,141.745
422,120.415
423,140.165
424,130.416
425,132.626
426,130.687
427,148.273
428,142.379
429,151.526
430,139.56
431,141.756
432,120.405
433,130.26
434,120.207
435,161.384
436,135.261
437,150.626
438,130.422
439,149.939
440,141.989
441,151.16
442,140.437
443,157.685
444,131.117
445,140.46
446,130.841
447,132.918
448,133.019
449,142.081
450,149.98
451,157.64
452,139.032
453,152.634
454,120.303
455,141.176
456,141.623
457,141.279
458,120.518
459,143.89
460,120.194
461,145.158
462,141.209
463,142.172
464,125.351
465,131.507
466,121.092
467,130.954
468,130.574
469,158.476
470,120.496
471,139.464
472,142.042
473,152.22
474,140.897
475,143.242
476,130.048
477,150.836
478,155.641
479,162.413
480,131.065
481,130.958
482,131.218
483,131.272
484,131.239
485,133.842
486,141.351
487,147.635
488,140.661
489,143.986
490,140.113
491,161.226
492,144.769
493,149.653
494,131.802
